customer_id,0,1,2,3,4,5,6,7,8,9
9875403,19.086166,15.513141,10.784552,3.2284598,30.01024,10.090101,14.080078,0.0,25.39624,0.0
20022095,2.8053398,5.900151,2.049489,6.781083,4.8142138,2.9784217,3.9384878,0.0,14.248555,0.0
18751734,1.0584953,5.1006727,6.9028444,6.499911,4.3251367,2.489408,6.4628816,0.0,16.156876,0.0
14288103,0.28053617,6.133565,4.19096,7.9514003,3.7774043,3.2937949,4.7210307,0.0,17.813156,0.0
20018440,2.8366177,8.303854,4.144111,9.122233,12.003838,11.237233,6.3924255,0.0,10.066494,0.0
17788602,0.6282339,6.112037,2.3323963,8.785756,4.1266155,0.9693554,4.7323346,0.0,17.059727,0.0
17862173,0.27022672,3.8552027,4.396884,4.8715615,2.9661546,2.3677402,5.147358,0.0,9.631828,0.0
17625176,0.73010993,9.079859,12.4535475,5.25514,6.0035224,9.344719,9.026685,0.0,16.586458,0.0
14805966,1.3235365,6.731608,6.7715545,8.76554,4.3122864,5.5760264,5.5182157,0.0,18.293924,0.0
18621008,0.16482487,6.17404,11.16832,5.4287357,4.8316827,5.985442,6.968027,0.0,18.777292,0.0
18940122,0.7233094,5.762547,7.2053065,5.0527163,6.734253,5.093836,8.260932,0.0,14.614913,0.0
20102100,1.5255961,8.2168455,4.650733,9.489826,3.4745245,4.762392,4.361793,0.0,19.922068,0.0
20984404,2.5122404,5.8286433,3.3330772,7.6699877,4.7728686,0.8617218,3.8412597,0.0,14.387754,0.0
9659575,1.1315992,2.249864,6.2264733,3.665501,6.4319572,6.8529816,9.281196,0.0,9.274771,0.0
14022179,0.0,6.303938,5.073657,6.167294,3.308886,2.859612,5.704975,0.0,12.675287,0.0
2965461,2.5682902,7.126795,9.856506,1.7547997,5.784613,5.980129,8.736878,0.0,8.193877,0.0
11957280,0.74652845,6.700312,6.326419,5.820648,5.7150197,3.5228455,6.881015,0.0,15.371013,0.0
9233948,1.2270603,3.1855366,13.329976,5.974986,4.979522,5.9253306,9.187439,0.0,14.618589,0.0
13165644,2.9465716,7.8957443,4.5155663,8.432869,6.050517,4.3391304,5.6752644,0.0,16.985905,0.0
