customer_id,0,1,2,3,4,5,6,7,8,9
9875403,2.9832287,27.176733,16.333344,18.159441,22.485016,10.867768,15.43889,17.659956,16.022356,11.103373
20022095,4.8481617,5.223834,7.458213,3.7176714,3.9939206,7.437561,8.309194,5.7672057,10.405681,8.021971
18751734,8.573576,7.3423824,6.6739526,1.5855561,4.9332867,9.890267,6.8757486,6.5493317,8.229789,4.9787354
14288103,7.144671,5.3939743,7.1123133,1.338546,4.279624,10.714273,8.189869,7.6041307,10.508555,6.9723063
20018440,5.0037637,14.045266,7.3834,5.9521217,2.1388888,9.260857,11.649364,6.5448446,10.652727,10.809715
17788602,5.380131,1.7745076,6.6965504,0.0,4.2012343,10.926628,6.5108147,4.6016045,10.204261,4.851902
17862173,5.6434135,6.9343476,6.680752,3.1557717,2.741536,5.248742,5.535523,4.5449095,5.29279,5.6406527
17625176,11.15053,14.843829,7.621474,3.3639975,4.846722,7.350688,9.717536,10.51534,5.9842625,10.607997
14805966,9.099356,7.641721,6.1942153,2.4061553,4.6663647,11.186123,8.73418,8.4044895,10.974687,7.6705403
18621008,11.942045,11.901842,7.3106704,2.4140575,5.6131377,11.546574,9.983356,11.64815,9.031705,7.255075
18940122,6.7758555,10.077445,7.3294344,1.8601663,3.9310436,7.5976124,7.048512,6.3888164,6.1258187,5.708894
20102100,7.6234345,4.1046224,6.124195,1.3713584,4.6987534,11.293875,8.87274,8.133851,11.333965,8.234022
20984404,5.371762,3.2424462,5.5200267,1.5519099,4.582781,9.073989,6.7177906,3.474157,9.275534,4.8073463
9659575,11.422525,23.043385,14.80301,10.794752,4.444044,7.3177385,11.97964,12.91907,12.545037,13.411056
14022179,6.5618243,6.0564513,6.0079765,1.083946,3.4954019,6.8609123,6.133833,4.494573,6.0580306,5.981848
2965461,13.065642,19.796955,9.991958,7.736024,5.465133,4.961071,11.626556,9.843557,6.725207,12.17546
11957280,7.795077,9.265225,8.250647,2.4559033,4.704436,8.376786,8.412609,6.754329,8.17171,7.672205
9233948,13.287117,15.756793,7.073366,4.706351,5.2069674,9.174794,7.4834046,8.892846,7.702393,5.759586
13165644,7.6027575,7.1365786,7.657009,3.4390044,4.990567,10.311863,10.045891,6.6496587,11.396337,8.596716
5632623,7.397305,11.198671,10.657295,5.57165,5.089065,7.474451,9.432207,6.1639447,10.228392,11.280788
12039175,8.208775,25.813587,15.20051,8.712566,4.903821,0.0,10.43897,5.8246074,3.2300646,21.237637
11413398,7.806764,7.2076044,8.156289,2.2574465,5.0454507,8.857802,8.218797,7.295461,9.165224,9.566582
8232208,7.5271525,11.466265,7.0398984,3.5439851,3.4481313,9.333062,8.639911,6.4815683,8.451571,6.8352323
8491075,8.490011,10.432808,6.9864693,3.0561895,4.1874905,9.727957,9.709045,5.843378,9.003953,8.182604
6861292,9.129262,8.493911,7.7408657,2.5620654,4.8982964,10.908092,9.097775,9.0832815,10.706307,8.165275
7028373,9.103627,8.896014,7.7738204,2.529035,5.2140574,10.0995655,10.771051,9.5672035,9.93206,9.768019
9230774,5.319044,9.02008,5.4448466,1.5938089,2.2082894,4.921794,4.5790095,6.735142,4.162873,5.0747466
6915506,10.027663,7.0270324,7.1558504,4.026013,6.7329483,11.030954,8.421032,7.22672,12.3113165,5.966564
12955140,7.6169777,4.2573185,4.92402,2.1354017,5.059607,9.066061,7.3406997,7.090467,9.5357685,5.403731
12475197,5.545875,26.016663,17.045055,8.934286,4.0296016,0.69022006,12.965308,4.7199545,3.8911378,27.313915
25019986,8.539898,8.488374,7.120775,2.4182363,4.907144,10.6561365,7.795632,9.115853,10.213813,5.5447774
23372477,9.497423,8.292188,4.825403,3.3018322,4.59837,7.591879,5.6982803,6.7045493,7.1625495,3.8766599
22548178,4.522681,2.5491374,6.8947015,0.9379296,3.5887542,9.878048,7.46075,5.8147416,10.261389,6.9112535
25134572,8.804365,6.4527407,3.869417,1.4623286,3.9079049,9.671198,6.938929,9.373789,8.255937,5.1135097
25388043,11.538395,11.10178,5.842229,3.4101012,5.173176,10.079581,6.3764796,8.050916,8.429746,4.242803
24997098,6.0287967,1.8651823,5.254018,1.4321946,4.3025827,10.542737,6.445261,5.5110936,10.560517,4.7864637
22059583,7.816515,5.1398125,6.8462377,2.2309058,4.9120626,11.149709,8.683464,7.6100326,11.739455,7.9024887
24812846,4.122742,15.693838,10.939063,4.34891,1.4574556,5.51064,8.6959715,6.4451776,6.060924,15.448991
26659024,6.158948,7.5032635,9.110242,3.6151264,5.1012135,7.648323,10.951666,5.385929,9.481445,11.862264
25914111,8.411109,5.8371286,6.550276,2.6084392,5.368508,12.240575,10.681226,10.524314,12.624158,8.778371
27675689,11.375908,11.608958,4.9968147,4.0491986,5.0021553,8.435238,6.146498,5.9955397,7.0326896,3.3246787
26950245,5.1183157,5.085758,7.384338,0.8235865,4.0166807,10.778385,9.570455,2.0969908,9.597076,7.24195
27400215,9.771663,7.7986693,8.274205,2.3242877,4.8275356,12.599514,7.386721,5.2486277,12.277944,6.875361
