musteri_id_mask,bilet_alma_tarihi,min_bilet_alma_zamani,gunluk_toplam_islem_sayisi,sube_kodu,x,y
16309426,08APR2015:00:00:00,08APR2015:09:25:25.000000,2,258,41.090289,29.005262
15522570,06FEB2015:00:00:00,06FEB2015:14:16:17.000000,4,258,41.090289,29.005262
15522570,06NOV2014:00:00:00,06NOV2014:15:32:49.000000,4,258,41.090289,29.005262
15744137,30APR2015:00:00:00,30APR2015:12:18:11.000000,2,258,41.090289,29.005262
9875403,11NOV2014:00:00:00,11NOV2014:13:55:15.000000,6,265,41.04341,28.99775
18639814,22JAN2015:00:00:00,22JAN2015:14:01:53.000000,3,282,40.95983,29.08112
15631424,23JUL2014:00:00:00,23JUL2014:10:35:39.000000,4,286,40.917978,38.385225
17967143,26DEC2014:00:00:00,26DEC2014:14:55:48.000000,3,292,41.00571,28.79574
20050973,26DEC2014:00:00:00,26DEC2014:15:10:01.000000,6,292,41.00571,28.79574
20050973,06JAN2015:00:00:00,06JAN2015:11:19:11.000000,3,292,41.00571,28.79574
20050973,15SEP2014:00:00:00,15SEP2014:17:22:47.000000,8,292,41.00571,28.79574
20050973,20APR2015:00:00:00,20APR2015:17:23:12.000000,2,292,41.00571,28.79574
20050973,18SEP2014:00:00:00,18SEP2014:17:15:25.000000,4,292,41.00571,28.79574
9021512,15JUL2014:00:00:00,15JUL2014:15:53:14.000000,4,309,40.99409,28.7942
20955787,18NOV2014:00:00:00,18NOV2014:15:23:38.000000,11,313,36.997879,35.324652
20955787,10APR2015:00:00:00,10APR2015:10:14:46.000000,2,313,36.997879,35.324652
20955787,21APR2015:00:00:00,21APR2015:11:23:20.000000,2,313,36.997879,35.324652
16464282,04SEP2014:00:00:00,04SEP2014:13:29:16.000000,3,313,36.997879,35.324652
16464282,14NOV2014:00:00:00,14NOV2014:16:54:27.000000,3,313,36.997879,35.324652
16464282,05NOV2014:00:00:00,05NOV2014:15:13:26.000000,4,313,36.997879,35.324652
16464282,01OCT2014:00:00:00,01OCT2014:15:28:11.000000,3,313,36.997879,35.324652
16464282,01AUG2014:00:00:00,01AUG2014:14:05:14.000000,4,313,36.997879,35.324652
13261710,25FEB2015:00:00:00,25FEB2015:15:07:28.000000,3,313,36.997879,35.324652
3542321,29JAN2015:00:00:00,29JAN2015:13:44:24.000000,13,313,36.997879,35.324652
3542321,05AUG2014:00:00:00,05AUG2014:12:02:29.000000,5,313,36.997879,35.324652
23187800,25FEB2015:00:00:00,25FEB2015:15:00:55.000000,4,318,36.990946,35.317581
14546076,05MAR2015:00:00:00,05MAR2015:13:31:02.000000,3,324,40.98572,28.78187
20955787,21OCT2014:00:00:00,21OCT2014:16:13:35.000000,3,334,36.98392,35.324908
17303354,11FEB2015:00:00:00,11FEB2015:10:44:54.000000,8,336,37.048888,35.286
17303354,12FEB2015:00:00:00,12FEB2015:08:58:10.000000,28,351,36.998376,35.360062
17303354,15AUG2014:00:00:00,15AUG2014:10:08:25.000000,46,351,36.998376,35.360062
17303354,15SEP2014:00:00:00,15SEP2014:13:43:38.000000,7,351,36.998376,35.360062
17303354,31JUL2014:00:00:00,31JUL2014:16:11:40.000000,5,351,36.998376,35.360062
17303354,15DEC2014:00:00:00,15DEC2014:16:32:58.000000,5,351,36.998376,35.360062
9682827,27AUG2014:00:00:00,27AUG2014:09:37:43.000000,3,351,36.998376,35.360062
9682827,10NOV2014:00:00:00,10NOV2014:11:33:49.000000,17,351,36.998376,35.360062
15748483,15OCT2014:00:00:00,15OCT2014:16:37:53.000000,12,357,41.08165,28.97311
20747527,12DEC2014:00:00:00,12DEC2014:14:50:06.000000,4,386,40.200481,29.211684
18751734,20APR2015:00:00:00,20APR2015:09:01:48.000000,3,416,40.998263,28.834654
18751734,04MAY2015:00:00:00,04MAY2015:15:21:10.000000,3,416,40.998263,28.834654
18751734,21JUL2014:00:00:00,21JUL2014:16:04:22.000000,4,416,40.998263,28.834654
18751734,08OCT2014:00:00:00,08OCT2014:13:58:47.000000,50,416,40.998263,28.834654
15744137,25DEC2014:00:00:00,25DEC2014:13:32:21.000000,4,416,40.998263,28.834654
13055162,16JAN2015:00:00:00,16JAN2015:16:56:08.000000,7,422,41.004344092,28.88986557
13055162,17NOV2014:00:00:00,17NOV2014:15:31:01.000000,7,422,41.004344092,28.88986557
13055162,16OCT2014:00:00:00,16OCT2014:16:43:25.000000,8,422,41.004344092,28.88986557
13055162,16SEP2014:00:00:00,16SEP2014:15:34:08.000000,5,422,41.004344092,28.88986557
13055162,26AUG2014:00:00:00,26AUG2014:14:42:31.000000,3,422,41.004344092,28.88986557
13055162,16APR2015:00:00:00,16APR2015:15:30:27.000000,5,422,41.004344092,28.88986557
13055162,16JUN2015:00:00:00,16JUN2015:17:00:20.000000,5,443,41.01001,28.94581
20007351,10NOV2014:00:00:00,10NOV2014:15:03:28.000000,5,444,41.03806,28.92238
19850172,09DEC2014:00:00:00,09DEC2014:15:32:46.000000,9,447,41.0384,28.88226
19850172,30OCT2014:00:00:00,30OCT2014:15:53:07.000000,6,447,41.0384,28.88226
19850172,28OCT2014:00:00:00,28OCT2014:09:58:37.000000,12,447,41.0384,28.88226
19850172,20AUG2014:00:00:00,20AUG2014:16:34:09.000000,8,447,41.0384,28.88226
19850172,07JUL2014:00:00:00,07JUL2014:14:53:28.000000,6,447,41.0384,28.88226
19850172,15DEC2014:00:00:00,15DEC2014:09:27:40.000000,11,447,41.0384,28.88226
19850172,07MAY2015:00:00:00,07MAY2015:15:32:23.000000,8,447,41.0384,28.88226
19850172,07NOV2014:00:00:00,07NOV2014:15:15:15.000000,9,447,41.0384,28.88226
20169927,29AUG2014:00:00:00,29AUG2014:16:04:07.000000,8,509,41.07327,28.90116
18780990,11MAR2015:00:00:00,11MAR2015:15:20:51.000000,5,509,41.07327,28.90116
18780990,07JAN2015:00:00:00,07JAN2015:13:40:36.000000,6,509,41.07327,28.90116
17682882,19JAN2015:00:00:00,19JAN2015:11:39:00.000000,4,509,41.07327,28.90116
17682882,10OCT2014:00:00:00,10OCT2014:10:27:07.000000,9,509,41.07327,28.90116
15766015,22JUN2015:00:00:00,22JUN2015:16:57:38.000000,9,524,40.921472,26.383834
15766015,18JUN2015:00:00:00,18JUN2015:09:03:03.000000,8,524,40.921472,26.383834
19693997,11DEC2014:00:00:00,11DEC2014:11:09:39.000000,4,558,41.10733,28.86021
19693997,12JUN2015:00:00:00,12JUN2015:15:03:06.000000,7,558,41.10733,28.86021
19693997,09MAR2015:00:00:00,09MAR2015:10:11:33.000000,3,558,41.10733,28.86021
19693997,10DEC2014:00:00:00,10DEC2014:14:36:24.000000,4,558,41.10733,28.86021
19693997,09FEB2015:00:00:00,09FEB2015:14:29:36.000000,7,558,41.10733,28.86021
9682827,14MAY2015:00:00:00,14MAY2015:10:21:15.000000,5,570,40.976364,29.102573
9682827,21NOV2014:00:00:00,21NOV2014:15:17:22.000000,6,570,40.976364,29.102573
9682827,17NOV2014:00:00:00,17NOV2014:11:37:59.000000,5,570,40.976364,29.102573
9682827,30OCT2014:00:00:00,30OCT2014:15:32:18.000000,9,570,40.976364,29.102573
9682827,15SEP2014:00:00:00,15SEP2014:16:05:52.000000,4,570,40.976364,29.102573
9682827,25JUL2014:00:00:00,25JUL2014:10:45:36.000000,4,570,40.976364,29.102573
9682827,28APR2015:00:00:00,28APR2015:10:18:01.000000,4,570,40.976364,29.102573
9682827,16JUN2015:00:00:00,16JUN2015:15:09:02.000000,3,570,40.976364,29.102573
9682827,15DEC2014:00:00:00,15DEC2014:09:54:27.000000,3,570,40.976364,29.102573
10961244,15AUG2014:00:00:00,15AUG2014:10:20:23.000000,3,575,39.787765971,26.336329402
13261710,14NOV2014:00:00:00,14NOV2014:16:54:50.000000,3,587,37.257584,35.661212
25139695,26JUN2015:00:00:00,26JUN2015:15:14:04.000000,4,588,41.083994,29.004292
25139695,29MAY2015:00:00:00,29MAY2015:11:37:13.000000,2,588,41.083994,29.004292
20846536,07JAN2015:00:00:00,07JAN2015:15:30:05.000000,11,588,41.083994,29.004292
13261710,26JUN2015:00:00:00,26JUN2015:11:41:57.000000,6,612,36.994439,35.288426
13261710,02MAR2015:00:00:00,02MAR2015:14:21:13.000000,22,612,36.994439,35.288426
9765025,24FEB2015:00:00:00,24FEB2015:12:14:51.000000,3,624,37.003548,35.324945
20955787,26JUN2015:00:00:00,26JUN2015:12:27:29.000000,1,624,37.003548,35.324945
20955787,28OCT2014:00:00:00,28OCT2014:12:23:50.000000,4,624,37.003548,35.324945
17303354,11NOV2014:00:00:00,11NOV2014:09:40:49.000000,5,627,36.996646,35.247234
13261710,26JUN2015:00:00:00,26JUN2015:16:37:42.000000,6,627,36.996646,35.247234
13261710,23JUN2015:00:00:00,23JUN2015:13:33:48.000000,2,627,36.996646,35.247234
4365610,30JUN2015:00:00:00,30JUN2015:14:54:18.000000,2,628,41.0045,29.158995
4365610,17JUN2015:00:00:00,17JUN2015:14:17:58.000000,2,628,41.0045,29.158995
4365610,29MAY2015:00:00:00,29MAY2015:14:59:59.000000,2,628,41.0045,29.158995
4365610,08MAY2015:00:00:00,08MAY2015:11:51:14.000000,1,628,41.0045,29.158995
4365610,06MAY2015:00:00:00,06MAY2015:10:57:45.000000,2,628,41.0045,29.158995
4365610,31MAR2015:00:00:00,31MAR2015:14:41:53.000000,3,628,41.0045,29.158995
4365610,23MAR2015:00:00:00,23MAR2015:11:26:50.000000,2,628,41.0045,29.158995
4365610,03MAR2015:00:00:00,03MAR2015:09:29:16.000000,5,628,41.0045,29.158995
4365610,02FEB2015:00:00:00,02FEB2015:10:19:00.000000,4,628,41.0045,29.158995
4365610,27JAN2015:00:00:00,27JAN2015:09:50:15.000000,4,628,41.0045,29.158995
4365610,31DEC2014:00:00:00,31DEC2014:09:08:28.000000,4,628,41.0045,29.158995
4365610,24DEC2014:00:00:00,24DEC2014:09:30:46.000000,6,628,41.0045,29.158995
4365610,08DEC2014:00:00:00,08DEC2014:13:55:24.000000,4,628,41.0045,29.158995
4365610,02DEC2014:00:00:00,02DEC2014:10:22:03.000000,4,628,41.0045,29.158995
4365610,27NOV2014:00:00:00,27NOV2014:10:43:53.000000,5,628,41.0045,29.158995
4365610,30OCT2014:00:00:00,30OCT2014:10:52:45.000000,5,628,41.0045,29.158995
4365610,24OCT2014:00:00:00,24OCT2014:13:38:29.000000,4,628,41.0045,29.158995
4365610,11AUG2014:00:00:00,11AUG2014:09:25:55.000000,4,628,41.0045,29.158995
4365610,18JUL2014:00:00:00,18JUL2014:09:22:08.000000,4,628,41.0045,29.158995
16792108,10NOV2014:00:00:00,10NOV2014:09:03:16.000000,3,628,41.0045,29.158995
20955787,01DEC2014:00:00:00,01DEC2014:16:15:11.000000,8,632,40.981158645,29.090768585
15367126,20NOV2014:00:00:00,20NOV2014:16:23:50.000000,3,633,41.06084,28.9703
15367126,03NOV2014:00:00:00,03NOV2014:10:32:36.000000,7,633,41.06084,28.9703
20169927,30OCT2014:00:00:00,30OCT2014:14:05:57.000000,7,633,41.06084,28.9703
15744137,01JUN2015:00:00:00,01JUN2015:09:11:26.000000,22,635,41.031566,28.827067
15744137,14JAN2015:00:00:00,14JAN2015:09:43:35.000000,4,635,41.031566,28.827067
15744137,08DEC2014:00:00:00,08DEC2014:15:54:09.000000,5,635,41.031566,28.827067
15744137,10OCT2014:00:00:00,10OCT2014:14:25:34.000000,3,635,41.031566,28.827067
18750698,16SEP2014:00:00:00,16SEP2014:11:19:37.000000,5,635,41.031566,28.827067
18752801,12DEC2014:00:00:00,12DEC2014:14:17:14.000000,3,635,41.031566,28.827067
18752801,25JUN2015:00:00:00,25JUN2015:14:10:09.000000,11,635,41.031566,28.827067
18752801,19SEP2014:00:00:00,19SEP2014:13:41:09.000000,11,635,41.031566,28.827067
18752801,29AUG2014:00:00:00,29AUG2014:13:37:48.000000,10,635,41.031566,28.827067
18752801,22AUG2014:00:00:00,22AUG2014:13:56:19.000000,3,635,41.031566,28.827067
18752801,25JUL2014:00:00:00,25JUL2014:13:52:20.000000,11,635,41.031566,28.827067
18751734,11DEC2014:00:00:00,11DEC2014:12:10:14.000000,4,635,41.031566,28.827067
18750698,01DEC2014:00:00:00,01DEC2014:10:17:22.000000,11,635,41.031566,28.827067
18750698,05SEP2014:00:00:00,05SEP2014:15:59:27.000000,4,635,41.031566,28.827067
18750698,01SEP2014:00:00:00,01SEP2014:11:18:44.000000,48,635,41.031566,28.827067
18750698,15AUG2014:00:00:00,15AUG2014:14:07:16.000000,6,635,41.031566,28.827067
18745897,13MAY2015:00:00:00,13MAY2015:13:51:37.000000,3,635,41.031566,28.827067
16309426,21AUG2014:00:00:00,21AUG2014:14:45:27.000000,2,636,41.073303,29.028544
15744137,01JUN2015:00:00:00,01JUN2015:09:37:08.000000,22,640,41.066375,28.824378
15744137,26MAY2015:00:00:00,26MAY2015:09:25:05.000000,3,640,41.066375,28.824378
20169927,13FEB2015:00:00:00,13FEB2015:14:37:12.000000,8,643,41.06764,28.89697
20169927,11DEC2014:00:00:00,11DEC2014:13:58:05.000000,4,643,41.06764,28.89697
20169927,29SEP2014:00:00:00,29SEP2014:14:01:24.000000,9,643,41.06764,28.89697
20169927,29AUG2014:00:00:00,29AUG2014:15:01:34.000000,8,643,41.06764,28.89697
19693997,11AUG2014:00:00:00,11AUG2014:13:30:16.000000,4,643,41.06764,28.89697
19693997,10NOV2014:00:00:00,10NOV2014:13:31:52.000000,5,643,41.06764,28.89697
19693997,04JUN2015:00:00:00,04JUN2015:13:34:51.000000,2,643,41.06764,28.89697
19693997,14MAY2015:00:00:00,14MAY2015:13:33:25.000000,3,643,41.06764,28.89697
19693997,11MAY2015:00:00:00,11MAY2015:13:39:43.000000,1,643,41.06764,28.89697
19693997,06MAY2015:00:00:00,06MAY2015:13:29:56.000000,1,643,41.06764,28.89697
19693997,07JAN2015:00:00:00,07JAN2015:13:30:17.000000,5,643,41.06764,28.89697
19693997,16OCT2014:00:00:00,16OCT2014:13:31:48.000000,3,643,41.06764,28.89697
19693997,13OCT2014:00:00:00,13OCT2014:13:33:24.000000,4,643,41.06764,28.89697
19693997,11SEP2014:00:00:00,11SEP2014:13:30:56.000000,5,643,41.06764,28.89697
19693997,13AUG2014:00:00:00,13AUG2014:13:30:31.000000,6,643,41.06764,28.89697
19693997,11JUL2014:00:00:00,11JUL2014:13:30:44.000000,3,643,41.06764,28.89697
19693997,07JUL2014:00:00:00,07JUL2014:13:30:52.000000,3,643,41.06764,28.89697
19693997,07MAY2015:00:00:00,07MAY2015:13:31:40.000000,3,643,41.06764,28.89697
23187800,08SEP2014:00:00:00,08SEP2014:17:20:37.000000,14,643,41.06764,28.89697
23187800,28MAY2015:00:00:00,28MAY2015:16:47:21.000000,5,643,41.06764,28.89697
12660206,11NOV2014:00:00:00,11NOV2014:10:36:12.000000,4,652,40.98258,28.85976
2853662,09AUG2014:00:00:00,09AUG2014:20:09:56.000000,7,665,37.045964,35.251978
17257260,04JUL2014:00:00:00,04JUL2014:17:09:54.000000,10,690,40.982137,28.794316
20498552,22JUN2015:00:00:00,22JUN2015:16:10:45.000000,2,692,41.06663,28.99974
20955787,21MAY2015:00:00:00,21MAY2015:15:53:44.000000,1,709,37.047202,35.300766
9682827,11JUN2015:00:00:00,11JUN2015:09:01:13.000000,3,715,40.979492,29.112858
9682827,30APR2015:00:00:00,30APR2015:09:55:13.000000,5,715,40.979492,29.112858
9682827,18MAR2015:00:00:00,18MAR2015:10:34:36.000000,5,715,40.979492,29.112858
9682827,22DEC2014:00:00:00,22DEC2014:13:51:27.000000,18,715,40.979492,29.112858
9682827,07NOV2014:00:00:00,07NOV2014:11:25:59.000000,45,715,40.979492,29.112858
18654919,04MAY2015:00:00:00,04MAY2015:21:01:13.000000,3,721,40.979011,29.100369
18654919,04NOV2014:00:00:00,04NOV2014:20:41:27.000000,4,721,40.979011,29.100369
18654919,18OCT2014:00:00:00,18OCT2014:13:21:44.000000,7,721,40.979011,29.100369
18654919,11OCT2014:00:00:00,11OCT2014:19:16:26.000000,3,721,40.979011,29.100369
18654919,13SEP2014:00:00:00,13SEP2014:18:38:42.000000,4,721,40.979011,29.100369
18654919,24AUG2014:00:00:00,24AUG2014:14:26:20.000000,4,721,40.979011,29.100369
9682827,20DEC2014:00:00:00,20DEC2014:20:28:10.000000,3,721,40.979011,29.100369
11711129,05AUG2014:00:00:00,05AUG2014:12:54:07.000000,2,751,41.063615359,28.992626894
18654919,09AUG2014:00:00:00,09AUG2014:12:10:49.000000,13,751,41.063615359,28.992626894
15748483,30JUN2015:00:00:00,30JUN2015:18:21:11.000000,3,751,41.063615359,28.992626894
15748483,20JUN2015:00:00:00,20JUN2015:13:22:24.000000,2,751,41.063615359,28.992626894
15748483,16APR2015:00:00:00,16APR2015:20:12:45.000000,3,751,41.063615359,28.992626894
15748483,28MAR2015:00:00:00,28MAR2015:10:48:13.000000,3,751,41.063615359,28.992626894
15748483,21MAR2015:00:00:00,21MAR2015:10:38:59.000000,2,751,41.063615359,28.992626894
15748483,13MAR2015:00:00:00,13MAR2015:19:11:56.000000,4,751,41.063615359,28.992626894
15748483,09MAR2015:00:00:00,09MAR2015:20:39:26.000000,5,751,41.063615359,28.992626894
15748483,07MAR2015:00:00:00,07MAR2015:12:50:47.000000,4,751,41.063615359,28.992626894
15748483,15DEC2014:00:00:00,15DEC2014:18:30:18.000000,5,751,41.063615359,28.992626894
15748483,09OCT2014:00:00:00,09OCT2014:19:10:29.000000,13,751,41.063615359,28.992626894
14190363,17APR2015:00:00:00,17APR2015:09:47:41.000000,4,754,40.933085,29.1265
14190363,06JAN2015:00:00:00,06JAN2015:10:35:16.000000,4,754,40.933085,29.1265
14190363,27NOV2014:00:00:00,27NOV2014:13:56:01.000000,5,754,40.933085,29.1265
16464282,17JUN2015:00:00:00,17JUN2015:09:13:04.000000,7,762,41.021895,28.686806
17967143,29DEC2014:00:00:00,29DEC2014:13:52:34.000000,5,785,41.07548,28.81025
3542321,26NOV2014:00:00:00,26NOV2014:10:30:21.000000,8,794,41.063666,28.687843
3542321,11NOV2014:00:00:00,11NOV2014:10:32:52.000000,4,794,41.063666,28.687843
3542321,03NOV2014:00:00:00,03NOV2014:14:10:01.000000,43,794,41.063666,28.687843
10961244,05NOV2014:00:00:00,05NOV2014:17:20:52.000000,4,795,41.021011,29.039902
10961244,13AUG2014:00:00:00,13AUG2014:12:26:56.000000,3,795,41.021011,29.039902
13055162,19SEP2014:00:00:00,19SEP2014:17:20:29.000000,7,802,40.988568,28.903736
20169927,30APR2015:00:00:00,30APR2015:16:42:45.000000,4,874,41.046213,28.911073
20169927,02JAN2015:00:00:00,02JAN2015:11:35:34.000000,7,874,41.046213,28.911073
2853662,23MAR2015:00:00:00,23MAR2015:10:48:07.000000,11,889,40.89286,29.23235
2853662,12FEB2015:00:00:00,12FEB2015:10:36:00.000000,3,889,40.89286,29.23235
2853662,09FEB2015:00:00:00,09FEB2015:10:01:49.000000,3,889,40.89286,29.23235
2853662,18NOV2014:00:00:00,18NOV2014:10:20:46.000000,15,889,40.89286,29.23235
2853662,17NOV2014:00:00:00,17NOV2014:11:13:12.000000,6,889,40.89286,29.23235
2853662,22SEP2014:00:00:00,22SEP2014:14:56:35.000000,12,889,40.89286,29.23235
2853662,08SEP2014:00:00:00,08SEP2014:13:44:15.000000,6,889,40.89286,29.23235
2853662,02SEP2014:00:00:00,02SEP2014:09:24:53.000000,2,889,40.89286,29.23235
2853662,01SEP2014:00:00:00,01SEP2014:10:43:58.000000,8,889,40.89286,29.23235
2853662,20AUG2014:00:00:00,20AUG2014:09:52:57.000000,13,889,40.89286,29.23235
9339300,04NOV2014:00:00:00,04NOV2014:13:36:31.000000,21,894,40.920154,29.16346
9339300,25AUG2014:00:00:00,25AUG2014:13:24:37.000000,14,894,40.920154,29.16346
15744137,02JUL2014:00:00:00,02JUL2014:13:31:49.000000,3,1013,41.02399,28.837959
3542321,31OCT2014:00:00:00,31OCT2014:14:32:24.000000,22,1024,40.987662,29.100463
9765025,11MAY2015:00:00:00,11MAY2015:11:24:40.000000,1,1024,40.987662,29.100463
9765025,08DEC2014:00:00:00,08DEC2014:14:38:22.000000,16,1024,40.987662,29.100463
9765025,25AUG2014:00:00:00,25AUG2014:13:46:48.000000,4,1024,40.987662,29.100463
9765025,08AUG2014:00:00:00,08AUG2014:16:35:32.000000,4,1024,40.987662,29.100463
3542321,03DEC2014:00:00:00,03DEC2014:18:01:58.000000,4,1078,40.98581,29.09932
18639814,09APR2015:00:00:00,09APR2015:18:33:17.000000,2,1078,40.98581,29.09932
18639814,15FEB2015:00:00:00,15FEB2015:14:00:20.000000,8,1078,40.98581,29.09932
18639814,08FEB2015:00:00:00,08FEB2015:12:43:26.000000,4,1078,40.98581,29.09932
18639814,06NOV2014:00:00:00,06NOV2014:14:04:03.000000,4,1078,40.98581,29.09932
18639814,12SEP2014:00:00:00,12SEP2014:14:34:36.000000,5,1078,40.98581,29.09932
18654919,18OCT2014:00:00:00,18OCT2014:15:07:52.000000,7,1078,40.98581,29.09932
