0,1
23910720,7246675
17285946,25546910
19180540,20127348
20152178,22591405
1879325,7278129
19962668,24726961
5667546,20831019
2486642,14096715
25594382,25445242
25119626,23358465
14246086,26853834
9355293,25149408
10941671,27825479
12328816,19269172
26521126,27717841
6137343,17612103
20167431,7010079
11860837,15137677
15789974,18804694
6722391,19449112
14677888,6859473
8174397,10211475
12075314,22386806
19776621,12743309
13202143,25606431
7989869,11913289
25928912,4613705
21927514,15545871
19677011,25823219
13239743,26998654
7347241,10894836
26632001,26810647
20881830,25538818
20803081,16668382
25877286,22657925
11138479,23604621
25711612,12054729
25537116,15595911
8629957,20775966
8867170,18261096
13216324,22671891
8182278,26722447
25557154,2341398
15511917,12463842
10202999,26582802
11150961,3499702
18828864,15137309
7970097,7397430
25661438,20095004
21329175,4388040
20697547,18145729
23470511,10770911
3461106,22436793
26605112,15983084
8800595,20179621
21789633,18696913
18494379,15697073
14448484,16811244
20463716,11147250
18020955,23641807
12933841,26965071
17090756,13851718
13919466,15059985
25942736,18194854
14985733,3885556
11612651,17627537
18766051,22664643
3586677,26762798
8440748,16781625
12863194,6289792
27220697,4659854
9781427,9273810
8886977,14817923
13244522,25548323
7541917,14848663
25000231,5480501
27203727,8608475
25889172,25840592
16038425,11513037
16710441,25727024
24682305,10933764
5755386,6156258
14962572,2908632
26652692,26960465
3270799,17804157
25234582,25620367
10056144,26634053
11495688,14086730
14549529,19716105
24698879,3689624
13084225,27133261
25428239,23440104
15805416,16880136
25672560,13119709
20439454,8369403
23164845,26009452
8844022,26565261
7182200,9842084
23726848,7911904
13188133,14824063
11306465,27311608
17824052,12297969
17823118,27125161
8354794,24760572
19063076,27301710
11795740,21607253
15858482,9423006
15751491,21312359
4905406,25615010
26959779,20739314
25991198,12283669
19658371,8533469
11194758,12965218
25457061,6549512
17210550,8395473
15570986,4987581
23560843,13927658
8483195,25572264
23199012,20450185
10887069,26093706
12219657,25100419
25349752,5636755
6933336,9305734
25568357,19948676
5159726,25748741
4795889,13742271
17632087,20247370
12504936,13718309
10479885,18829427
9465323,26816921
17621161,9850113
19063666,16984279
17459171,12296837
8667070,26041869
16448064,15631663
8968888,19986467
17690812,4487462
25826427,15605045
14414315,18856012
15739964,26312895
22047582,25960107
8551475,14041891
18245420,21833506
15755233,1684055
26919628,20125489
12795510,19438717
15815215,25702530
13462291,25741583
10946583,8844163
10951372,26041882
26067539,21836748
21907124,17076756
25361161,11809754
21793012,27741667
4813343,28061353
14160055,24998044
20683498,16221163
17024417,14987400
20317761,11880076
16155331,24793558
14428686,25417951
11130902,17481458
10385856,25129614
19437608,11201690
5817267,18479658
15043104,14793542
16282118,21914361
18745477,21524849
10381287,22286074
22188145,25476868
19874541,26991219
22255139,27275713
2659449,20633933
18320023,9510857
10113878,25584851
12475692,27468954
14617237,5247715
25199827,25540926
8569076,19706068
26439765,5336137
21998677,22383013
9515088,12159623
17070138,23287837
4338299,22095069
5475251,17914932
16378331,2179120
14567621,18026984
12746470,23909278
12272223,27649005
15953012,10161605
7072864,26485926
14631071,17956004
16982371,19086624
10091084,14958622
19865599,27107729
16509762,25710536
23771872,21553192
15976645,26423602
14669707,25369572
27913177,7456644
23287883,21220275
8900789,22584815
19826315,17014209
27012181,20948628
22326065,16004588
14229353,13653391
18552361,27933994
10879419,4086181
16336609,7496032
20617844,26891648
6886358,14352198
25104955,6597424
10441588,21678436
21234896,24928751
9631979,7682873
11484595,8997074
16113724,9898895
26962613,18434482
8225963,19878683
16095539,6174669
18642505,23017618
19443543,17978553
6522467,17467474
19111149,8618022
26376225,26543536
9271962,25654812
21524015,9143432
22189404,11210686
6605254,9337994
19068214,25932030
14748343,21374619
22804088,25477919
25419857,26551393
8864603,20985243
5286890,12981084
16997760,12869432
10414804,9460814
19314641,26300015
20885319,11504593
27469414,12672520
20777131,23302964
9957260,25164304
27247452,21723687
25995012,25865097
25181745,26407196
17176639,25451486
1910566,26358578
10247873,20954307
20944409,23128677
16306582,27196955
21163376,5613026
26305575,15097819
17376021,12695252
22277675,20609697
4872496,13262844
25229755,14321315
14472346,18370125
8439629,14505951
12024458,21719791
8719622,21526996
16255457,25493484
18021944,13922269
14482564,27742689
24611120,16732811
16162404,23560379
16411151,18095649
14159431,15735317
16766566,14516633
27152347,13137742
13633208,25108342
4139802,11852989
24614704,25898525
8094329,25417468
18954184,14536114
10083491,13351459
9430373,26960755
13756797,22105831
14457179,25587526
11973721,7118131
19125554,25374394
15405027,11069676
15715321,14012308
7038631,27179865
19397129,1997587
11375521,11376009
16061937,5220301
25476265,27004631
24459574,22226902
8599297,11011377
13032839,9277754
9231201,25537955
10677347,24813107
10219932,20828275
27288460,26000477
22051143,18624204
18836982,17323943
14858044,24631166
16075915,23460109
26651414,13507646
16610486,19864560
21808126,27400593
12429872,24479610
14158872,25642141
10766635,26293281
12610513,25575220
13632354,26014733
18743554,8798169
12057977,22435794
3151331,15454409
13951468,12047954
14691108,21536908
8706267,25602868
15279371,27093185
3874248,26492893
14041763,27142799
18457475,17073765
14238013,26493664
6443099,12112478
20840293,25836659
11288763,14931646
20686933,23578501
17407842,14219610
13377705,17489571
3711181,17014189
12653893,6600456
16996144,17774833
21311067,17252166
26716489,12914080
14249554,22787167
9296852,10982982
15658663,20509147
11871981,26551012
12659726,12125376
7516204,19694620
24931366,25432487
2671718,19353989
26540572,25835126
12238249,8360358
13094536,18981725
26868366,20707126
23073925,17178856
12945509,21636681
8431451,20481112
11817229,25980025
10334197,22022387
19119231,26075396
25428928,12624766
19552526,22771650
8385276,17564961
11368688,26077181
13782249,15878969
23445667,7258092
14301994,9973978
27704550,18966647
10372869,27009108
17127666,19533306
19940544,10175646
25713622,25173400
23372756,21099331
10387859,18104098
10465700,25548657
16148863,26405676
12962265,8307932
26981736,26894380
18488151,18614004
20105600,15109255
15377864,10260270
21711290,6755770
16403722,16862491
16383421,24824701
22784396,22263411
23251326,13830475
9612046,28092866
27322266,27151535
19442438,12529124
16429927,22447565
14685761,6861006
9622260,13521452
11962493,26095316
15527490,5329962
22235630,21090087
21487306,24698125
7900235,2753862
25134353,25504657
15484064,25624173
7072122,13158447
11273728,15120294
20889262,24602128
22642404,26660723
13806818,25415252
6879574,25407139
11133739,10483615
17911150,27987358
10207468,17032926
6990620,24813574
17441422,23352262
19812952,18348334
20679950,26574981
26853911,21469390
11796410,12897789
9894016,9450047
7240613,4364095
20765475,26625761
24947763,25905721
19713280,25959493
25590192,26464835
5932117,26629390
3545077,13283023
25675111,19769880
12972307,26008042
8510083,5272842
8261471,22589973
20448189,20692000
3715128,16446892
10736263,26716204
25776660,25570095
9992105,8861806
22732918,19112095
25412733,25726322
6509102,27934785
26794366,20984670
25234091,26379908
22839361,10330200
3741165,21665663
5824648,10684647
11159522,22464826
25600360,9375304
7298348,25888076
25241326,7903778
25822425,5754346
23078620,22241853
27612075,22060174
17900059,14075092
2848586,27424869
12599124,26837863
8312405,26074029
13465939,6081347
8940399,11266752
25445293,18037366
18797988,27444114
20144308,18080557
11580691,21666942
3366246,25998014
6715412,23127054
26403868,25642420
27494937,26416157
22072657,13867780
25415712,22243158
17573326,20895855
21606645,12042655
24998828,21562131
21904674,23677501
11792692,6515155
18255485,16926725
2389153,12693901
13101739,18654484
9494301,21143627
8870580,11206406
21025456,11599951
3512023,19037944
13115990,21900139
27932014,26294807
13194850,22672857
11958079,10570640
17065090,12891358
9418526,21107169
14092586,16808622
20105937,20455260
13932804,17227215
14950503,21533141
25701925,27050540
16016070,17465734
21693904,6338129
1994617,10609483
26797799,2645180
19010237,18296730
18057738,25945921
24596725,27128869
13532393,10056965
26864644,22139739
11123646,27279940
18646471,26291235
16059118,27256237
25328997,23263168
14506839,7383855
21461103,3856488
17686988,17632357
23004073,25530444
9898642,17365485
16168550,26601916
25796753,19649874
16966992,8045241
14412442,17245904
27388934,21219202
21833542,18511959
12517432,19142664
11781631,24730789
25763866,26021195
13260759,18926612
23221190,26583445
16411772,13442152
7386962,23488001
7350402,8349550
13375084,19649149
15891377,11926826
11306669,15486200
10984716,19650482
19959936,27311712
7967060,24878555
7520088,25465033
24538130,25884582
10479490,25647130
18913605,11401867
10465128,22984253
26378791,26574138
10004292,4781013
25493173,18536981
24280348,12554156
12347796,15481417
15958531,25412060
11682303,27395331
25848612,24180330
27083114,25310462
24175808,28126949
14025671,23176783
19894034,15599980
4704192,9699926
15617280,25651430
25623093,10779141
11356107,16743927
21123740,13701048
5879257,25512927
26418341,25861203
8663345,12182973
15173096,4222349
18556461,8769034
25443334,25603994
17084030,27462450
10162720,15008947
2873951,25486679
3714014,23470933
22490521,19856827
21713738,26598981
6644177,23162290
17220658,27893344
19485775,11119925
9808602,21346077
27367217,20049759
13216900,22165051
8772812,22202803
5201835,21731679
24288142,25514636
28127238,10284573
23685080,27787004
9222262,25706644
12106714,25767021
14797995,8906786
18484959,22809304
20172782,24307120
25231417,11059918
24494184,18852400
26615876,17439342
27552823,16093824
15474515,27552782
13808049,16520047
18969945,16791148
14139553,27248335
18964581,20744900
16786330,5667191
3412198,24684194
25401559,11369165
1896395,25646066
18934860,23256399
16029350,15811243
21775753,18031432
27384004,6146953
25417253,17137481
25294737,10994415
25580286,27256103
24747137,13287071
24827249,13718241
14226486,8439566
14293257,13892005
5597560,13728777
15266398,26746690
11886147,21147993
26570609,26389393
18861351,25420016
13522409,22476604
21580121,27265774
4808391,15792769
12326952,20427651
2169262,14795900
7413238,15899992
9573614,25189850
7087404,7248030
13530381,20163134
13540074,14032543
16726288,11517460
19977960,9285986
11365831,24634319
16247516,20443706
24273690,27002452
18102036,5872737
24790138,11039039
7296951,14891183
19779307,23532028
8683273,24790601
11761580,15000085
25427676,26382299
27493557,19011209
10354919,16422619
18748952,21181546
14891405,10393542
25597637,13793305
14602276,26660223
10027363,25500370
9188743,27523966
27272513,6608715
25649884,23878921
13248241,17606846
4706834,19008630
25085877,18850383
16164118,8682462
17334224,25141335
24044365,26965205
12310301,12095666
11263958,15039029
15028748,13468506
6325013,18705872
5738969,1955546
5565280,27780931
17066456,17044285
5083621,7186951
18229915,22760319
18785918,6009996
25771240,15369213
19733364,26516999
5038984,25451770
4081130,12006466
21533656,26773070
7973745,25977974
18854611,5200672
15747198,27622558
14707620,24772479
6167345,23765073
23988905,12814154
21092361,22531903
14067493,25673132
20337710,18661205
27166099,10450558
12811618,25386281
17984089,27242181
20223301,13980410
20126014,21948220
15452399,25840479
7098725,25511621
6352399,17423062
17568607,14135179
15185603,17031706
2676359,21896327
3936635,16008268
15051033,18276486
27389132,14897302
27629696,19879477
17682479,24905857
25158714,16792565
12369000,24267658
16345465,18213944
19655058,8866840
24820199,14207388
19671475,21457442
12753021,12944490
19792145,26943676
14718490,24124538
20573693,20629759
20308659,13045799
27286102,20931611
18794289,27585344
11796394,21163239
6296235,25654969
26015493,20073160
19669010,20250746
18298059,17705855
25444636,9807395
12761955,25601452
1972844,8888980
27524442,27375623
18443612,7168378
8790517,15644888
22559060,19714102
25473582,22169011
12056099,24841911
23171215,27473199
25413058,27858407
20215791,27152837
5571810,16052374
9579755,18081738
5328160,7821001
21055579,25351429
11715874,23674676
13859497,16662761
6435068,17997104
21602971,12133029
25700435,21873189
26594355,26391057
5786163,20051632
17157068,19793004
22195485,10546961
24070273,16603198
8707199,1808149
24407294,11403964
24001575,26653647
5069658,23768262
16233552,26471039
16500670,13814170
15598790,26913285
18859147,13013415
26351845,15513908
10499464,26512125
17433936,15104971
21476356,15744167
4350667,15471733
18232966,16394767
18246548,8564438
10065186,19895895
15689234,18712724
15231562,12642928
9868676,22526242
25031396,26799050
15303419,13185717
10516238,19109317
18733309,14036104
5715989,26407569
5205304,19897341
19613280,14798028
8964722,21198594
25464045,21418060
10645651,20433649
11621204,7362276
11364898,11838056
12405929,18691258
4953803,21747085
27786283,22247419
4697771,9322392
26989596,13453012
12170771,25829775
14917693,17966608
15018912,9489129
18770322,12049732
15524620,5131060
16540608,20767137
13895651,18769915
9345742,26686539
5057148,7032772
22043583,18987000
27272431,20084090
11199264,18237242
12837336,18969481
20674274,13251753
14082804,24897366
4442684,14221672
23324993,10658785
26565620,14972528
18011912,20023419
27573743,10328577
20169534,27191627
14461749,11494290
23287942,20730472
27089571,19891893
11232588,25568948
8249326,26453551
17482215,25861205
9744388,20865494
27928922,21120313
7237578,14841917
3120861,7152962
24539795,12593426
27146969,14394090
2361676,16381275
14266245,21677670
15903940,16519920
24760077,10959906
25382579,20503459
22758022,9224235
3830398,14216517
26470444,20681049
20624582,4305248
25536932,26546754
4085983,23530586
26801806,25426720
25381379,12057785
4536496,24769260
17744673,4086159
8336185,1721904
2659700,11836259
18310932,21271155
11613098,25256247
21185708,25646693
27037748,17076452
19605177,9269190
8580170,23394388
24311203,27455267
1775860,20251129
9700819,27252121
17898095,16653665
13177443,26436152
25911889,28017213
7634099,7530641
15076650,25457057
16355888,14204720
25412785,13701431
20492686,19900217
18217582,3526478
11869839,13529456
25545520,8658410
18346044,9959310
20086015,11429169
